value0,value1,value2,value3
13.358424186706543,11.114607810974121,10.903635025024414,11.321053504943848
13.33465576171875,11.13729190826416,10.524983406066895,11.317209243774414
13.374671936035156,11.106683731079102,10.510367393493652,11.307827949523926
13.369966506958008,11.123453140258789,10.527233123779297,11.304258346557617
13.367230415344238,11.15999698638916,11.603321075439453,11.347983360290527
13.368416786193848,11.585447311401367,11.607770919799805,11.756861686706543
14.086181640625,11.604659080505371,11.612024307250977,11.797219276428223
14.077231407165527,11.704051971435547,11.613697052001953,11.88191032409668
14.209369659423828,11.706920623779297,11.549395561218262,11.895581245422363
14.89898681640625,11.80587100982666,11.250428199768066,12.017065048217773
14.913431167602539,11.7950439453125,10.45685863494873,12.011478424072266
14.90642261505127,11.796613693237305,10.552752494812012,12.006424903869629
14.900537490844727,11.808001518249512,10.57735538482666,12.006082534790039
14.920546531677246,11.830950736999512,10.592558860778809,12.059982299804688
14.937378883361816,11.90015697479248,10.584648132324219,12.123764991760254
14.91793441772461,11.961851119995117,10.594620704650879,12.227836608886719
14.881165504455566,13.255852699279785,10.613198280334473,13.473441123962402
14.894168853759766,13.249226570129395,10.602509498596191,13.442305564880371
14.868441581726074,13.274702072143555,10.617170333862305,13.526618957519531
14.879639625549316,13.267459869384766,10.611818313598633,13.473579406738281
14.901968955993652,13.795570373535156,10.599056243896484,14.015301704406738
15.031207084655762,14.076851844787598,10.536296844482422,14.299233436584473
14.877083778381348,14.204183578491211,10.609095573425293,14.433296203613281
15.610910415649414,14.17135238647461,10.594587326049805,14.425165176391602
15.60489273071289,14.169495582580566,10.595925331115723,14.384795188903809
15.615870475769043,14.026424407958984,10.51933765411377,14.268779754638672
15.621879577636719,13.922001838684082,10.507892608642578,14.157915115356445
15.614302635192871,13.928363800048828,10.496460914611816,14.203595161437988
15.615791320800781,13.923645973205566,10.411491394042969,14.169466972351074
16.055604934692383,13.691427230834961,10.499519348144531,13.950669288635254
16.20963478088379,13.552879333496094,10.616737365722656,13.826528549194336
16.015840530395508,13.724681854248047,10.930479049682617,13.968185424804688
16.061128616333008,13.449463844299316,10.909042358398438,13.712980270385742
16.033672332763672,13.135236740112305,10.92203426361084,13.397110939025879
16.059539794921875,13.142813682556152,11.683422088623047,13.383011817932129
16.11794662475586,13.11230182647705,11.654874801635742,13.355936050415039
16.44622230529785,13.176794052124023,11.678890228271484,13.413670539855957
16.42881202697754,13.20344352722168,11.667634963989258,13.437748908996582
16.517133712768555,13.131043434143066,11.62382698059082,13.388941764831543
16.502443313598633,13.1425142288208,11.617127418518066,13.41618537902832
16.52134132385254,13.12534236907959,11.585087776184082,13.372989654541016
16.53040313720703,13.120962142944336,11.545089721679688,13.362774848937988
16.455629348754883,13.181085586547852,11.57481861114502,13.471359252929688
16.47629165649414,13.164770126342773,11.562549591064453,13.434109687805176
16.499698638916016,13.145565032958984,11.549969673156738,13.426751136779785
16.48818016052246,13.17196273803711,11.555015563964844,13.441576957702637
16.490930557250977,13.209929466247559,11.55309009552002,13.484624862670898
16.40910530090332,13.28638744354248,11.595829963684082,13.540579795837402
16.475440979003906,13.234150886535645,11.560378074645996,13.466358184814453
16.523326873779297,13.221471786499023,11.540876388549805,13.460660934448242
16.546554565429688,14.997554779052734,11.526054382324219,15.244362831115723
16.522159576416016,15.015409469604492,11.545995712280273,15.276017189025879
16.518726348876953,15.019841194152832,11.55146312713623,15.283729553222656
16.58517837524414,15.00495433807373,11.555367469787598,15.279794692993164
17.265830993652344,14.959129333496094,11.529870986938477,15.233376502990723
17.180017471313477,15.008312225341797,11.567008972167969,15.286287307739258
17.206384658813477,14.950101852416992,11.18078327178955,15.20462417602539
17.192459106445312,14.917494773864746,8.712363243103027,15.22431755065918
17.240495681762695,14.876029014587402,8.05935001373291,15.214234352111816
17.20331573486328,14.895709037780762,8.076306343078613,15.233296394348145
17.26214599609375,14.84257984161377,8.059309005737305,15.153497695922852
17.260950088500977,14.841402053833008,8.056020736694336,15.182364463806152
17.19893455505371,14.887860298156738,6.691792964935303,15.211878776550293
17.2274112701416,15.15351676940918,6.681990146636963,15.509323120117188
17.259349822998047,16.431711196899414,6.748573303222656,16.770832061767578
17.354398727416992,16.37507438659668,6.713305950164795,16.753183364868164
17.44359588623047,16.32637596130371,6.849337100982666,16.68660545349121
17.633441925048828,16.374231338500977,6.870582103729248,16.709440231323242
17.60102653503418,16.399660110473633,6.848227500915527,16.776798248291016
17.764816284179688,16.38449478149414,6.933806419372559,16.7254638671875
17.75568962097168,16.39906883239746,6.943292617797852,16.746288299560547
17.793867111206055,16.39934730529785,6.789092063903809,16.74124526977539
18.860321044921875,16.461332321166992,6.552550315856934,16.864980697631836
20.059144973754883,16.941192626953125,6.718601226806641,17.333881378173828
20.0745906829834,17.630836486816406,7.441932201385498,18.05610466003418
19.883132934570312,17.69823455810547,7.938522815704346,18.081310272216797
19.77106475830078,17.68463706970215,7.942963600158691,18.083526611328125
19.747547149658203,17.683889389038086,7.946343898773193,18.08481788635254
19.745229721069336,17.642873764038086,7.93961763381958,17.992080688476562
19.66789436340332,17.71002960205078,7.971686840057373,18.106281280517578
19.782196044921875,17.60774803161621,7.924189567565918,17.98003387451172
19.79399299621582,17.5976619720459,7.921237945556641,18.020227432250977
19.803485870361328,17.590099334716797,8.070086479187012,17.95478057861328
19.797250747680664,17.594974517822266,8.319250106811523,17.996795654296875
19.808307647705078,17.587156295776367,8.314926147460938,17.937009811401367
19.78801918029785,17.60745620727539,8.323772430419922,17.963592529296875
19.7841796875,17.61077308654785,8.326432228088379,17.995227813720703
19.842782974243164,17.568645477294922,8.30316162109375,17.928274154663086
19.791765213012695,17.640588760375977,8.32455825805664,18.028430938720703
19.79958724975586,17.630250930786133,8.3250093460083,18.006664276123047
19.845273971557617,17.598697662353516,8.311966896057129,17.982051849365234
19.825727462768555,17.614017486572266,8.829923629760742,17.986064910888672
19.671489715576172,17.7376766204834,9.365457534790039,18.13001823425293
19.76509666442871,17.661649703979492,9.318623542785645,18.02879524230957
19.864910125732422,17.58494758605957,9.271540641784668,17.951740264892578
19.794143676757812,17.642555236816406,9.302553176879883,17.983917236328125
19.784841537475586,17.653173446655273,9.305438041687012,18.040401458740234
19.83179473876953,17.616012573242188,9.282828330993652,18.001476287841797
19.81675148010254,17.63642120361328,9.293785095214844,18.018138885498047
19.88432502746582,17.75673484802246,9.267374038696289,18.142684936523438
19.939237594604492,19.124357223510742,9.253312110900879,19.511743545532227
20.06951332092285,19.182018280029297,9.277552604675293,19.531414031982422
20.181787490844727,19.14470863342285,9.273186683654785,19.536178588867188
20.128416061401367,19.190942764282227,9.293075561523438,19.552507400512695
20.136259078979492,19.188308715820312,9.292344093322754,19.55060386657715
20.132230758666992,19.221942901611328,9.309906005859375,19.602033615112305
20.139698028564453,19.216768264770508,9.308451652526855,19.588184356689453
20.20970916748047,19.675539016723633,9.2821683883667,20.034025192260742
20.183364868164062,21.21517562866211,9.231684684753418,21.590702056884766
